estacion_code;Estado_ultima_semana;calidad_ultima_reportada;dias_desde_ultima_cal1;dias_desde_ultima_actividad;fecha_ultima_actividad;hora_ultima_actividad
sn_1049;ACTIVA;cal2;0.0;0.0;4/02/2026;10:10:00
sn_1031;ACTIVA;cal2;0.0;0.0;4/02/2026;9:59:00
sp_169;ACTIVA;cal1;;0.0;4/02/2026;10:04:00
sp_168;ACTIVA;cal1;;0.0;4/02/2026;10:04:00
sp_166;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sp_165;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sp_164;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sp_163;ACTIVA;cal1;;0.0;4/02/2026;10:04:00
sp_162;ACTIVA;cal1;;0.0;4/02/2026;10:04:00
sp_161;ACTIVA;cal1;;0.0;4/02/2026;10:04:00
sp_160;ACTIVA;cal1;;0.0;4/02/2026;10:02:00
sp_159;ACTIVA;cal1;;0.0;4/02/2026;9:56:00
sp_156;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_155;ACTIVA;cal1;;0.0;4/02/2026;10:03:00
sp_154;ACTIVA;cal1;;0.0;4/02/2026;9:51:00
sp_151;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sp_150;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_149;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_146;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_145;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_144;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_143;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_142;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_141;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_140;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_139;ACTIVA;cal1;;0.0;3/02/2026;10:31:00
sp_137;ACTIVA;cal1;;0.0;4/02/2026;10:05:00
sp_136;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_135;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_134;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_133;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_132;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_131;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_109;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_108;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_104;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_103;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_102;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sp_101;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sn_1052;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1051;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1050;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1048;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1047;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1046;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1045;ACTIVA;cal1;;0.0;4/02/2026;10:10:00
sn_1044;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1042;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1041;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1040;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1039;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1038;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1037;ACTIVA;cal1;;0.0;3/02/2026;10:34:00
sn_1036;ACTIVA;cal1;;0.0;4/02/2026;9:46:00
sn_1035;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1034;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1033;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1030;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1023;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sn_1022;ACTIVA;cal1;;0.0;4/02/2026;9:55:00
sn_1021;ACTIVA;cal1;;0.0;4/02/2026;9:46:00
sn_1019;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1018;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1016;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1014;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1012;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1010;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sn_1008;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1007;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1004;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sn_1003;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sn_1002;ACTIVA;cal1;;0.0;4/02/2026;10:07:00
sn_1001;ACTIVA;cal1;;0.0;4/02/2026;10:08:00
sm_516;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_515;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_514;ACTIVA;cal1;;0.0;4/02/2026;10:09:00
sm_513;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_512;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_511;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_510;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_509;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_508;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_506;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_505;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_504;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_502;ACTIVA;cal1;;0.0;4/02/2026;10:06:00
sm_501;ACTIVA;cal1;;0.0;4/02/2026;7:46:00
sp_138;ACTIVA;cal1;;1.0;2/02/2026;19:51:00
sn_1013;ACTIVA;cal1;;1.0;2/02/2026;15:29:00
sn_1009;ACTIVA;cal1;;2.0;2/02/2026;0:56:00
sp_167;ACTIVA;cal1;;3.0;31/01/2026;12:34:00
sn_1043;ACTIVA;cal1;;5.0;29/01/2026;17:06:00
sn_1011;ACTIVA;cal1;;5.0;29/01/2026;11:19:00
sm_507;ACTIVA;cal1;;6.0;28/01/2026;15:38:00
sp_157;ACTIVA;cal1;;7.0;27/01/2026;20:07:00
sp_158;INACTIVA;cal1;;8.0;26/01/2026;14:07:00
sm_503;INACTIVA;cal1;;50.0;16/12/2025;9:46:00
sn_1005;INACTIVA;cal2;5.0;77.0;18/11/2025;11:26:00
sp_106;INACTIVA;cal1;;84.0;11/11/2025;11:04:00
sp_147;INACTIVA;cal1;;103.0;23/10/2025;22:11:00
sm_517;INACTIVA;cal1;;345.0;24/02/2025;8:26:00
sn_1032;INACTIVA;;;499.0;22/09/2024;19:58:00
sn_1015;INACTIVA;;;692.0;14/03/2024;6:30:00
sp_152;INACTIVA;;;1093.0;6/02/2023;10:17:00
